Identificador do Contrato,UASG,Modalidade da Licitação,Número do Aviso da Licitação,Código do Contrato,Licitação associada,Origem da Licitação,Número,Objeto,Número de Aditivos,Número do Processo,CPF Contratada,CNPJ Contratada,Data de Assinatura,Fundamento Legal,Data de Início da Vigência,Data de Termino da Vigência,Valor inicial,Aditivos do Contrato > uri,Apostilamentos do Contrato > uri,Eventos do Contrato > uri
17014850000011995,170148: ALFANDEGA CL.A NO AER.INT.VIRACOPOS/SP,"3: CONCORRÊNCIA                                      ",000014/1995,"50: CONTRATO                                          ",Licitação 17014803000141995,SISPP,00001/1995,Prestao de servios de locao de equipamentos reprogrficos.,1,10831002729/99-87,,Fornecedor 02.773.629/0013-33: XEROX COMERCIO E INDUSTRIA LTDA,12/04/1999,Lei 8666/93,12/04/1999,01/01/2000,"R$ 13,318.00",/contratos/id/contrato/17014850000011995/aditivos,/contratos/id/contrato/17014850000011995/apostilamentos,/contratos/id/contrato/17014850000011995/eventos
27314750000011995,273147: DNER_12 DISTRITO RODOVIARIO FEDERAL/GO,"3: CONCORRÊNCIA                                      ",000040/1995,"50: CONTRATO                                          ",Licitação 27314703000401995,SISPP,00001/1995,"Execuo dos servios de manuteno, conservao e restaural  da Rodovia BR-153/TO, trecho: Divisa PA/TO Divisa TO/GO, subtrecho 2o. entroncamento TO-255 Divisa TO/GO, extenso 246,5 km",8,51220000003195-23,,Fornecedor 39.785.563/0001-78: TESCON - ENGENHARIA LTDA,05/12/1995,"Art. 7o., III da Lei 8.666/93",08/12/1995,07/12/1996,"R$ 1,431,811.42",/contratos/id/contrato/27314750000011995/aditivos,/contratos/id/contrato/27314750000011995/apostilamentos,/contratos/id/contrato/27314750000011995/eventos
51144650000011995,511446: GERÊNCIA EXECUTIVA SANTOS/SP,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00003/1995,"50: CONTRATO                                          ",Licitação 51144607000031995,SISPP,00001/1995,Despesa com consumo de gua e esgoto nos diversos imveis do INSS.,,35432.09189/95-62,,Fornecedor 43.776.517/0001-80: SABESP-Companhia  de  SaneamentoBsico do estado de So Paulo.,30/12/1995,Caput do Artigo 25 da Lei n 8666/93 e alteraes posteriores.,01/01/1999,31/12/1999,"R$ 10,600.00",/contratos/id/contrato/51144650000011995/aditivos,/contratos/id/contrato/51144650000011995/apostilamentos,/contratos/id/contrato/51144650000011995/eventos
25502550000011995,255025: FUNDACAO NACIONAL DE SAUDE - SP,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00002/1995,"50: CONTRATO                                          ",Licitação 25502507000021995,SISPP,00001/1995,Manuteno de preventiva e corretiva dos elevadores da sede  da CORSP/FNS.,1,25290000705/95-47,,Fornecedor 33.304.213/0001-66: ELEVADORES SCHINDLER DO BRASIL SA,28/12/1995,"Artigo 25, Inciso I da Lei nr. 8.666/93",28/12/1995,27/12/2000,"R$ 72,840.00",/contratos/id/contrato/25502550000011995/aditivos,/contratos/id/contrato/25502550000011995/apostilamentos,/contratos/id/contrato/25502550000011995/eventos
34302350000011995,343023: IPHAN-MUSEU PACO IMPERIAL/RJ,"3: CONCORRÊNCIA                                      ",00001/1995,"50: CONTRATO                                          ",Licitação 34302303000011995,SISPP,00001/1995,Prestacao de Servicos de Seguranca e Vigilancia no ambito do  Paco Imperial.,,01460000085/95-70,,Fornecedor 33.121.955/0001-56: MASEL SEGURANCA E VIGILANCIA LTDA,31/10/1995,"Artigo 23, Inciso II, Letra ""c"" do Decreto Lei 8.666/96.",31/10/1995,31/12/1999,"R$ 1,036,800.00",/contratos/id/contrato/34302350000011995/aditivos,/contratos/id/contrato/34302350000011995/apostilamentos,/contratos/id/contrato/34302350000011995/eventos
27302150000011995,273021: MT/DNER-13.DISTRITO RODOVIARIO FEDERAL/PB,"1: CONVITE                                           ",0000749/1995,"50: CONTRATO                                          ",Licitação 27302101007491995,SISPP,00001/1995,"IMPLANTACAO E MANUTENCAO DE REDE LOGICA E ELETRICA, CONFORME CONTRA TO DE PRESTACAO DE SERVICOS PD-13-01-95-00.",5,51230000889-95-79,,Fornecedor 11.899.002/0001-80: MICROLABO-TECNOLOGIA LTDA,24/11/1995,LEI 8.666 DE 21.06.93 E SUAS ALTERACOES.,01/12/1995,29/12/1996,"R$ 15,280.00",/contratos/id/contrato/27302150000011995/aditivos,/contratos/id/contrato/27302150000011995/apostilamentos,/contratos/id/contrato/27302150000011995/eventos
25444850000011995,254448: INSTITUTO NAC. DE CONTROLE E QUALID. EM SAUDE,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",000095/1995,"50: CONTRATO                                          ",Licitação 25444807000951995,SISPP,00001/1995,"Contrato de Servios Tcnicos de Manuteno Preventiva e Corretiva nos Fornos, Caldeiras e Autoclaves do INCQS.",3,25380005406/95-44,,Fornecedor 33.426.479/0001-81: LUTZ FERRANDO OTICA E INSTRUMENTALCIENTIFICO S A,28/06/1995,"Art. 25, Inciso I da Lei 8.666/93",29/06/1995,29/06/1996,"R$ 60,000.00",/contratos/id/contrato/25444850000011995/aditivos,/contratos/id/contrato/25444850000011995/apostilamentos,/contratos/id/contrato/25444850000011995/eventos
51141750000011995,511417: GERÊNCIA EXECUTIVA PRESIDENTE PRUDENTE/SP,"6: DISPENSA DE LICITAÇÃO                             ",00001/1995,"50: CONTRATO                                          ",Licitação 51141706000011995,SISPP,00001/1995,"Locao do imvel a rua princesa Isabel, 467, 1. e 2. andar,  na cidade de Presidente Venceslau/SP, onde se encontra instalado a Agncia do INSS",,35490019201994,***628018**: ROBERTO MATSUURA,,01/12/1995,"artigo 24, inciso X da Lei 8.666/93",01/12/1995,30/11/1996,"R$ 70,800.00",/contratos/id/contrato/51141750000011995/aditivos,/contratos/id/contrato/51141750000011995/apostilamentos,/contratos/id/contrato/51141750000011995/eventos
25000550000011995,250005: DEPARTAMENTO DE LOGÍSTICA EM SAUDE,"2: TOMADA DE PREÇOS                                  ",00001/1995,"50: CONTRATO                                          ",Licitação 25000502000011995,SISPP,00001/1995,"O presente instrumento tem por objeto a LOCAO DO IMVEL, localiza do no SGCV/SUL, conjunto 22, constitido pelo terreno de 15.000 metros quadrados e construo de 2.108 metros quadrados, destinado  utilizao como Central Farmacutica.",10,256000008843/94,,Fornecedor 00.055.855/0001-10: VALENCA   EMPREENDIMENTOS   EPARTICIPACOES LTDA,02/01/1995,Conforme a Lei 8666/93 e suas posteriores alteraes.,02/01/1995,31/12/1995,"R$ 546,595.68",/contratos/id/contrato/25000550000011995/aditivos,/contratos/id/contrato/25000550000011995/apostilamentos,/contratos/id/contrato/25000550000011995/eventos
20030450000011995,200304: MP-DAG-DIRETORIA DE ADMINISTRACAO GERAL/DF,"1: CONVITE                                           ",000069/1994,"50: CONTRATO                                          ",Licitação 20030401000691994,SISPP,00001/1995,Prestao de servios de fornecimento de jornais e revistas.,,04000009961/94-49,,Fornecedor 00.692.970/0001-03: LOGGOS  JORNAIS  REVISTAS  EPUBLICACOES LTDA,01/01/1995,Convite n 69/94,01/01/1995,31/12/1995,"R$ 18,176.88",/contratos/id/contrato/20030450000011995/aditivos,/contratos/id/contrato/20030450000011995/apostilamentos,/contratos/id/contrato/20030450000011995/eventos
17004750000011995,170047: DELEGACIA DA REC.FEDERAL EM NATAL/RN,"2: TOMADA DE PREÇOS                                  ",00001/1995,"50: CONTRATO                                          ",Licitação 17004702000011995,SISPP,00001/1995,"O presente Processo tem por objeto a Contratao preventiva e corre tiva nos equipamento de Informticas, marcas diversas, instaladas nos prdi os da Capital e do Interior do Estado, pertecentes aos rgos do Ministrio da Fazenda, no Estado do Rio grande do Norte.",3,10469004553/95-22,,Fornecedor 70.053.327/0001-07: SOFT & DADOS INFORMATICA LTDA ME,27/12/1995,"Art.38 da Lei 8.666/93, Artigo 13, Inciso III, Alnea ""e""do Dec. Lei N 147 e o Art. 162, Inciso V do Decreto  93.237 de 08/08/1986.",27/12/1995,26/12/1996,"R$ 44,400.00",/contratos/id/contrato/17004750000011995/aditivos,/contratos/id/contrato/17004750000011995/apostilamentos,/contratos/id/contrato/17004750000011995/eventos
38001850000011995,380018: MTB-CSG-COORD.-GERAL DE SERVICOS GERAIS/DF,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",0000142/1994,"50: CONTRATO                                          ",Licitação 38001807001421994,SISPP,00001/1995,Prestao de servios SEDEX,12,46021001282/94,,Fornecedor 34.028.316/0007-07: EMPRESA BRASILEIRA DE CORREIOS ETELEGRAFOS,31/12/1994,art. 25 lei 8666/93,31/12/1994,31/12/1995,"R$ 127,461.00",/contratos/id/contrato/38001850000011995/aditivos,/contratos/id/contrato/38001850000011995/apostilamentos,/contratos/id/contrato/38001850000011995/eventos
38004050000011995,380040: MTB-DELEGACIA REGIONAL DO TRABALHO/MS,"2: TOMADA DE PREÇOS                                  ",00001/1995,"50: CONTRATO                                          ",Licitação 38004002000011995,SISPP,00001/1995,"PRESTAO DE SERVIO DE LIMPEZA E HIGIENE, COM FORNECIMENTO DE TODO MATERIAL DE PRIMEIRA QUALIDADE, MO DE OBRA PARA PRESTAO DE SERVIO NA DE LEGACIA, SUBDELEGACIA E AGNCIAS DE ATENDIMENTO AO TRABALHO/MS.",7,46312.000234/1995,,Fornecedor 01.242.924/0001-67: EMPRESA DE CONSERVAO E ASSEIOLTDA (SCALA),18/04/1995,"INCISO III, ART. 23, DA LEI N. 8.666/93.",18/04/1995,17/04/1998,"R$ 51,802.00",/contratos/id/contrato/38004050000011995/aditivos,/contratos/id/contrato/38004050000011995/apostilamentos,/contratos/id/contrato/38004050000011995/eventos
15000750000011995,150007: CONSELHO NACIONAL DE EDUCACAO-DF,"2: TOMADA DE PREÇOS                                  ",00008/1994,"50: CONTRATO                                          ",Licitação 15000702000081994,SISPP,00001/1995,Aquisio de passagens aereas.,,23000002693/99-11,,Fornecedor 00.474.577/0001-35: GRAND LAKE TURISMO LTDA,09/04/1995,Lei 8666/93,10/04/1995,31/12/1995,"R$ 1,000.00",/contratos/id/contrato/15000750000011995/aditivos,/contratos/id/contrato/15000750000011995/apostilamentos,/contratos/id/contrato/15000750000011995/eventos
38004250000011995,380042: DELEG.REG. DO TRAB/PERNAMBUCO,"2: TOMADA DE PREÇOS                                  ",00002/1995,"50: CONTRATO                                          ",Licitação 38004202000021995,SISPP,00001/1995,"Contrato de Servios de Limpeza, Copa e Conseervao em Prdios da Delegacia Regional do Trabalho em Pernambuco.",9,46213.004202/95,,Fornecedor 40.820.672/0001-68: ADMINISTRADORA DE CONDOMINIO DORECIFE LTDA,05/07/1995,Lei 8.666/93,05/07/1995,04/07/1996,"R$ 98,216.64",/contratos/id/contrato/38004250000011995/aditivos,/contratos/id/contrato/38004250000011995/apostilamentos,/contratos/id/contrato/38004250000011995/eventos
38005350000011995,380053: DELEG.REG. DO TRAB/SERGIPE,"1: CONVITE                                           ",00001/1995,"50: CONTRATO                                          ",Licitação 38005301000011995,SISPP,00001/1995,Fornecimento de passagens areas em ambito nacional.,6,46221-05728/94,,Fornecedor 13.353.495/0001-84: PROPAG TURISMO LTDA,15/03/1995,"Art. 23, da Lei 8.666/93",15/03/1995,14/03/1996,"R$ 7,900.00",/contratos/id/contrato/38005350000011995/aditivos,/contratos/id/contrato/38005350000011995/apostilamentos,/contratos/id/contrato/38005350000011995/eventos
51017950000011995,510179: CENTRO REABILIT. PROFISSIONAL FLORIANOPOLIS,"2: TOMADA DE PREÇOS                                  ",00001/1995,"50: CONTRATO                                          ",Licitação 51017902000011995,SISPP,00001/1995,Contratao de servios para fornecimento de vales refeio para be neficirios do INSS em Programa de Reabilitao Profissional no CRP.,1,35346000301/95-23,,Fornecedor 49.372.949/0001-01: CARDAPIO S C LTDA,31/07/1995,"Alnea ""b"", Inciso II do Artigo 23 da Lei n 8.666/93.",31/07/1995,30/07/1996,"R$ 48,004.80",/contratos/id/contrato/51017950000011995/aditivos,/contratos/id/contrato/51017950000011995/apostilamentos,/contratos/id/contrato/51017950000011995/eventos
20005650000011995,200056: DIVISAO DE POLICIA FEDERAL - FOZ DO IGUACU/PR,"1: CONVITE                                           ",000011/1994,"50: CONTRATO                                          ",Licitação 20005601000111994,SISPP,00001/1995,"Contratao de servios de locao e manuteno de 03 mquinas foto copiadoras, marca Xerox, mod. X-5021, incluindo todo material de  consumo, exceto, papel.",1,08389004463199444,,Fornecedor 29.213.386/0043-50: XEROX DO BRASIL LTDA,01/04/1995,"Lei n. 8666/93, art. 23, item II - A",01/04/1995,31/03/1996,"R$ 11,772.00",/contratos/id/contrato/20005650000011995/aditivos,/contratos/id/contrato/20005650000011995/apostilamentos,/contratos/id/contrato/20005650000011995/eventos
42000150000011995,420001: MINC-COORD-GERAL DE EXEC. ORÇ.E FINANCEIRA,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00004/1995,"50: CONTRATO                                          ",Licitação 42000107000041995,SISPP,00001/1995,Prestacao de servico de mala Oficial.,4,01400001089/9561,,Fornecedor 34.028.316/0007-07: EMPRESA BRASILEIRA DE CORREIOS ETELEGRAFOS,06/06/1995,Caput do art. 25 da Lei 8.666/93,06/06/1995,29/05/1999,"R$ 25,272.00",/contratos/id/contrato/42000150000011995/aditivos,/contratos/id/contrato/42000150000011995/apostilamentos,/contratos/id/contrato/42000150000011995/eventos
51035050000011995,510350: GERÊNCIA EXECUTIVA VITÓRIA/ES,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00001/1995,"50: CONTRATO                                          ",Licitação 51035007000011995,SISPP,00001/1995,"Contratao de servio de coleta, transporte e entrega de  correspondncia agrupada entre esta SEES e as Unidades Locais de Cachoeiro de Itapemirim, Colatina, Alegre, Cariacica, S. Mateus, Vila Velha, Aracruz, Nova Vencia e Linhares.",1,35059003503/94-27,,Fornecedor 34.028.316/0012-66: EMPRESA BRASILEIRA DE CORREIOS ETELEGRAFOS,01/01/1995,"De acordo com o ""caput"" do artigo 25, da Lei n 8.666/93.",01/01/1995,31/12/1999,"R$ 54,000.00",/contratos/id/contrato/51035050000011995/aditivos,/contratos/id/contrato/51035050000011995/apostilamentos,/contratos/id/contrato/51035050000011995/eventos
51008050000011995,510080: GERÊNCIA EXECUTIVA ARACAJU/SE,"6: DISPENSA DE LICITAÇÃO                             ",00001/1995,"50: CONTRATO                                          ",Licitação 51008006000011995,SISPP,00001/1995,"SERVIOS TCNICOS ESPECIALIZADOS DE MANUTENO PREVENTIVA E CORRETIVA NO SISTEMA DE AR CONDICIONADO CENTRAL COM CONDICIONADORES TIPO "" SELF CONTAINED "", INSTALADOS NO EDIFCIO SITO  AV. DR. CARLOS FIRPO, 147 CENTRO, ARACAJU/SE DE PROPRIEDADE DO INSS.",3,35448001346/94-22,,Fornecedor 11.205.119/0001-17: ARCLIMA ENGENHARIA LTDA,14/02/1995,"ARTIGO 24, INCISO VII DA LEI 8.666/93, E ALTERAES  POS-TERIORES.",14/02/1995,13/02/1997,"R$ 113,088.00",/contratos/id/contrato/51008050000011995/aditivos,/contratos/id/contrato/51008050000011995/apostilamentos,/contratos/id/contrato/51008050000011995/eventos
15320450000011995,153204: ESCOLA AGROTECNICA FEDERAL DE MACHADO/MEC/MG,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00001/1995,"50: CONTRATO                                          ",Licitação 15320407000011995,SISPP,00001/1995,Comercializao de excedente de produo agropecuria.,5,23000078121/95-61,,Fornecedor 21.383.997/0001-86: COOP ESC DOS ALUNOS DA ESC AGROTECFED DE MACHADO LTDA,01/07/1995,Lei 8.666/93,01/07/1995,31/12/1995,"R$ 1,600.00",/contratos/id/contrato/15320450000011995/aditivos,/contratos/id/contrato/15320450000011995/apostilamentos,/contratos/id/contrato/15320450000011995/eventos
17001050000011995,170010: MF-SRF-SECRETARIA DA RECEITA FEDERAL/DF,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00001/1995,"50: CONTRATO                                          ",Licitação 17001007000011995,SISPP,00001/1995,Prestao de servio visando a entrega pela ECT de objetos de cor respondencia emitidos pela SEF,7,101680056719425,,Fornecedor 34.028.316/0001-03: EMPRESA BRASILEIRA DE CORREIOS ETELEGRAFOS,05/04/1995,Lei n 8.666/93 Art. 25 ""caput"",05/04/1995,04/04/2000,"R$ 94,965,280.20",/contratos/id/contrato/17001050000011995/aditivos,/contratos/id/contrato/17001050000011995/apostilamentos,/contratos/id/contrato/17001050000011995/eventos
17005854000011995,170058: SUP.REGIONAL RECEITA FEDERAL 4A.RF/PE,"3: CONCORRÊNCIA                                      ",00001/1993,"54: CONCESSÃO                                         ",Licitação 17005803000011993,SISPP,00001/1995,"PERMISSO para instalao e explorao a ttulo precrio, de lojas francas, bem como depsitos de lojas francas na zona primria do Aeroporto Internacional dos Guararapes, Municpio de Recife-PE, para comercializao mediante pagamento em moeda estrangeira conversvel e com iseno de tributos de mercadorias estrangeiras, conforme disposto na Portaria MF n 168/93",3,10480010944/93-57,,Fornecedor 27.197.888/0001-50: BRASIF DUTY FREE SHOP LTDA,14/07/1995,Lei 8.666/93 e Dec. 95030/95 c/c Port. MF 168/93,14/07/1995,14/07/2005,R$ 0.00,/contratos/id/contrato/17005854000011995/aditivos,/contratos/id/contrato/17005854000011995/apostilamentos,/contratos/id/contrato/17005854000011995/eventos
38005550000011995,380055: DELEG.REG. DO TRAB/PIAUI,"1: CONVITE                                           ",00001/1995,"50: CONTRATO                                          ",Licitação 38005501000011995,SISPP,00001/1995,"PRESTACAO DE SERVICOS DE MANUTENCAO/PREVENTIVA, CORRETIVA E OPERACIONALIZACAO DIARIA DA CENTRAL DE AR CONDICIONADO DA DRT/PI.",7,4621400356/95,,Fornecedor 07.480.205/0001-60: TECFRIL REFRIGERACAO E PECAS LTDA.,19/04/1995,LEI 8.666 DE 21/06/93,19/04/1995,31/12/1995,"R$ 29,400.00",/contratos/id/contrato/38005550000011995/aditivos,/contratos/id/contrato/38005550000011995/apostilamentos,/contratos/id/contrato/38005550000011995/eventos
20009250000011995,200092: SUPERINTENDENCIA REG.DEP.POLICIA FEDERAL- PE,"2: TOMADA DE PREÇOS                                  ",00004/1994,"50: CONTRATO                                          ",Licitação 20009202000041994,SISPP,00001/1995,"Contratao de empresa especializada para prestao de servio de limpeza e conservao do prdio sede da Superintendncia Regional do Departamento de Polcia Federal em Pernambuco, compreendendo ptios,  jardins, mobilirios em geral e o prdio da Polcia Federal no Porto do Recife e seu mobilirio.",7,08400006481/94-19,,Fornecedor 11.436.813/0001-45: ADLIM-TERCEIRIZACAO  EM SERVICOSLTDA,24/04/1995,Lei n 8.666/93 e suas alteraes.,24/04/1995,23/05/1996,"R$ 58,066.08",/contratos/id/contrato/20009250000011995/aditivos,/contratos/id/contrato/20009250000011995/apostilamentos,/contratos/id/contrato/20009250000011995/eventos
17001950000011995,170019: MF-DRF-DELEGACIA DA RECEITA FEDERAL EM BSB/DF,"3: CONCORRÊNCIA                                      ",000013/1995,"50: CONTRATO                                          ",Licitação 17001903000131995,SISPP,00001/1995,Contratao de Pessoa Jurdica para prestao dos servios  reprogrficos.,2,101660004809938,,Fornecedor 02.773.629/0002-80: XEROX COMERCIO E INDUSTRIA LTDA,05/03/1996,"Art. 22, inciso I da Lei 8.666/93.",05/03/1996,05/03/2001,"R$ 12,152,192.40",/contratos/id/contrato/17001950000011995/aditivos,/contratos/id/contrato/17001950000011995/apostilamentos,/contratos/id/contrato/17001950000011995/eventos
20012350000011995,200123: SUPERINTENDENCIA REG. POL. RODV. FEDERAL-RN,"2: TOMADA DE PREÇOS                                  ",00001/1994,"50: CONTRATO                                          ",Licitação 20012302000011994,SISPP,00001/1995,"Contratao para servio de limpeza, asseio e conservao nas depen dncias da Sede da 15a SPRF, Delegacias e Postos PRF",1,08.664.000.714/94,,Fornecedor 70.035.969/0001-83: BRILHAR  COMERCIO  E  SERVICOSAUXILIARES LTDA ME,17/02/1995,Lei 8.666/93,17/02/1995,16/02/1996,"R$ 53,406.60",/contratos/id/contrato/20012350000011995/aditivos,/contratos/id/contrato/20012350000011995/apostilamentos,/contratos/id/contrato/20012350000011995/eventos
11360250000011995,113602: INST.PESQUISA ECONOMICA APLICADA/RJ,"2: TOMADA DE PREÇOS                                  ",00001/1995,"50: CONTRATO                                          ",Licitação 11360202000011995,SISPP,00001/1995,Prestao de Servio de Assistncia Odontolgica aos servidores__do IPEA/RJ e seus dependentes.,4,10512000214/94-31,,Fornecedor 29.309.127/0001-79: AMIL    ASSISTENCIA   MEDICAINTERNACIONAL LTDA,31/03/1995,"Alnea B, Inciso II, Artigo 23 da Lei 8666/93",03/04/1995,02/04/1996,"R$ 62,370.00",/contratos/id/contrato/11360250000011995/aditivos,/contratos/id/contrato/11360250000011995/apostilamentos,/contratos/id/contrato/11360250000011995/eventos
51113550000011995,511135: GERÊNCIA EXECUTIVA DO INSS EM MACEIÓ/AL,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00001/1995,"50: CONTRATO                                          ",Licitação 51113507000011995,SISPP,00001/1995,"Servio de coleta, transporte e entrega de correpondencia via SEDEX",,35001014181/95-24,,Fornecedor 34.028.316/0004-56: EMPRESA BRASILEIRA DE CORREIOS ETELEGRAFOS,29/12/1995,Art. 25 da Lei 8.666/93.,29/12/1995,29/12/2000,"R$ 5,100.00",/contratos/id/contrato/51113550000011995/aditivos,/contratos/id/contrato/51113550000011995/apostilamentos,/contratos/id/contrato/51113550000011995/eventos
17004150000011995,170041: DELEGACIA DA REC.FEDERAL EM FORTALEZA/CE,"6: DISPENSA DE LICITAÇÃO                             ",00001/1995,"50: CONTRATO                                          ",Licitação 17004106000011995,SISPP,00001/1995,"Locao de imvel situado  Rua 15 de Novembro, 918, em Baturit/CE para instalao da ARF/Baturit.",2,103800114139427,***982703**: CARLOS VIANA,,10/02/1995,"Lei8666/93, Art.24, inciso X",10/02/1995,09/02/1998,"R$ 21,600.00",/contratos/id/contrato/17004150000011995/aditivos,/contratos/id/contrato/17004150000011995/apostilamentos,/contratos/id/contrato/17004150000011995/eventos
15302850000011995,153028: UNIVERSIDADE FEDERAL DE ALFENAS,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00001/1995,"50: CONTRATO                                          ",Licitação 15302807000011995,SISPP,00001/1995,"Prestao de servios tcnicos na automao de catalogao, atravs do uso do sistema CALCO.",,23087.00000294-74,,Fornecedor 33.641.663/0001-44: FUNDACAO GETULIO VARGAS,31/01/1995,"Lei 8666/93 - art. 24, XIII.",31/01/1995,30/01/1996,"R$ 4,000.00",/contratos/id/contrato/15302850000011995/aditivos,/contratos/id/contrato/15302850000011995/apostilamentos,/contratos/id/contrato/15302850000011995/eventos
51135050000011995,511350: GERÊNCIA EXECUTIVA ARAÇATUBA/SP,"6: DISPENSA DE LICITAÇÃO                             ",00001/1995,"50: CONTRATO                                          ",Licitação 51135006000011995,SISPP,00001/1995,"Locao de imvel de terceiros, situado a avenida Rui Barbosa, 762, Primeiro Andar e 770 trreo, centro Penpolis SP, para instalao dos ser vios da Agncia da Previdncia Social naquela localidade.",,35420000003199558,***.135.598-**,,10/10/1995,"inciso X, do artigo 24 da Lei n 8.666/93 atualizada.",10/10/1995,09/10/1996,"R$ 29,400.00",/contratos/id/contrato/51135050000011995/aditivos,/contratos/id/contrato/51135050000011995/apostilamentos,/contratos/id/contrato/51135050000011995/eventos
38001650000011995,380016: COOR.-GERAL DE REC.DO FUN.DE AMP. TRABALHADOR,"6: DISPENSA DE LICITAÇÃO                             ",00001/1995,"50: CONTRATO                                          ",Licitação 38001606000011995,SISPP,00001/1995,Prestao de servios de postagem e correspondncias.,7,46000001225/95,,Fornecedor 34.028.316/0001-03: EMPRESA BRASILEIRA DE CORREIOS ETELEGRAFOS,28/04/1995,art. 24 inciso VIII,28/04/1995,27/05/2000,"R$ 6,000,000.00",/contratos/id/contrato/38001650000011995/aditivos,/contratos/id/contrato/38001650000011995/apostilamentos,/contratos/id/contrato/38001650000011995/eventos
36420450000011995,364204: CNPQ-LNCC-LAB.NAC.DE COMPUTACAO CIENTIFICA/RJ,"2: TOMADA DE PREÇOS                                  ",00004/1994,"50: CONTRATO                                          ",Licitação 36420402000041994,SISPP,00001/1995,Prestao de servios de vigilngia armada e desarmada nas dependen cias do LNCC,1,0000027,,Fornecedor 31.376.361/0001-60: TRANSEGUR VIGILANCIA E SEGURANCALTDA,01/02/1995,Tomada de Preos,01/02/1995,31/01/1996,"R$ 93,575.04",/contratos/id/contrato/36420450000011995/aditivos,/contratos/id/contrato/36420450000011995/apostilamentos,/contratos/id/contrato/36420450000011995/eventos
19312450000011995,193124: IBAMA-SUPERINTENDENCIA ESTADUAL/RS,"1: CONVITE                                           ",000023/1995,"50: CONTRATO                                          ",Licitação 19312401000231995,SISPP,00001/1995,"O presente Contrato tem por objeto a contratao de servios de vigilncia armada e desarmada, na Sede da Floresta Nacional de Passo Fundo.",9,02023.002696/9583,,Fornecedor 89.108.054/0001-89: PROTEGE  SERVICOS DE VIGILANCIALTDA,27/11/1995,Lei 8666/93,31/12/1995,31/12/1996,"R$ 90,600.00",/contratos/id/contrato/19312450000011995/aditivos,/contratos/id/contrato/19312450000011995/apostilamentos,/contratos/id/contrato/19312450000011995/eventos
38004450000011995,380044: DELEG.REG. DO TRAB/PARANA,"2: TOMADA DE PREÇOS                                  ",00001/1994,"50: CONTRATO                                          ",Licitação 38004402000011994,SISPP,00001/1995,CONTRATAO DE SERVIO DE VIGILNCIA OSTENSIVA NO ARMADA  PARA A SEDE DA DRT/PR E SUAS CINCO SUBDELEGACIAS.,3,46212010561/94-12,,Fornecedor 77.457.653/0001-29: SENTINELA VIGILANCIA S/C LTDA,31/01/1995,"ALNEA ""B"" DO INCISO II, DO ARTIGO 23 DA LEI 8.666/93",31/01/1995,30/01/1997,"R$ 455,151.60",/contratos/id/contrato/38004450000011995/aditivos,/contratos/id/contrato/38004450000011995/apostilamentos,/contratos/id/contrato/38004450000011995/eventos
06000150000011995,60001: STM _ SUPERIOR TRIBUNAL MILITAR/DF,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",0000208/1995,"50: CONTRATO                                          ",Licitação 06000107002081995,SISPP,00001/1995,"Prestao de servio de manuteno preventiva,corretiva e assistncia tcnica de uma central privada de comutao telefnica (CPCT), com controle por programa de armazenamento (CPA).",6,208/95,,Fornecedor 37.166.592/0001-26: A TELECOM TELEINFORMATICA LTDA,16/08/1995,"Art. 25, ""caput"", da Lei n 8.666/93.",16/08/1995,15/08/1996,"R$ 8,352.00",/contratos/id/contrato/06000150000011995/aditivos,/contratos/id/contrato/06000150000011995/apostilamentos,/contratos/id/contrato/06000150000011995/eventos
38004150000011995,380041: DELEG.REG.DO TRAB/MINAS GERAIS,"6: DISPENSA DE LICITAÇÃO                             ",00001/1995,"50: CONTRATO                                          ",Licitação 38004106000011995,SISPP,00001/1995,locacao de imovel da sdt de conselheiro lafaiete.,2,4621101110495-17,***.814.946-**,,01/11/1995,lei 8666 artigo 24 inciso X,01/11/1995,31/10/1996,"R$ 18,000.00",/contratos/id/contrato/38004150000011995/aditivos,/contratos/id/contrato/38004150000011995/apostilamentos,/contratos/id/contrato/38004150000011995/eventos
51076050000011995,510760: GERÊNCIA EXECUTIVA NATAL/RN,"1: CONVITE                                           ",000010/1995,"50: CONTRATO                                          ",Licitação 51076001000101995,SISPP,00001/1995,Servio de assistncia tcnica em elevadores do INSS,1,35232001300/95-74,,Fornecedor 90.347.840/0008-94: THYSSEN  SUR S/A ELEVADORES ETECNOLOGIA,07/12/1995,"Artigo 23, inciso I, alnea ""a"" da Lei 8.666/93",08/12/1995,07/12/1996,"R$ 54,910.80",/contratos/id/contrato/51076050000011995/aditivos,/contratos/id/contrato/51076050000011995/apostilamentos,/contratos/id/contrato/51076050000011995/eventos
